,country,year,status,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,bmi,under-fivedeaths,polio,totalexpenditure,diphtheria,hiv/aids,gdp,population,thinness1-19years,thinness5-9years,incomecompositionofresources,schooling,fdi,birth_per_woman,water,math4,gini,out_of_pocket_share,aid_perperson,poverty,electricity,cellphone
1544,luxembourg,2009,Developed,83.0,76.0,0,11.42,2052.3930760000003,95.0,0,58.8,0,96.0,8.11,99.0,0.1,13198.6693,497783.0,0.9,0.9,0.888,13.5,53.0559977522147,1.59,100.0,,31.2,11.6,,,,720000.0
1545,luxembourg,2008,Developed,80.0,8.0,0,11.53,18961.3486,94.0,1,58.4,0,96.0,7.34,99.0,0.1,114293.8433,48865.0,0.9,0.9,0.887,13.5,12.743335315365501,1.61,100.0,,32.6,12.4,,,1570.0,707000.0
1546,luxembourg,2007,Developed,79.7,82.0,0,11.75,267.051312,87.0,0,57.9,0,96.0,6.8,99.0,0.1,1618.4928,479993.0,0.9,0.9,0.877,13.5,-58.322880479127996,1.62,100.0,,31.1,12.2,,,1560.0,684500.0
1547,luxembourg,2006,Developed,79.4,85.0,0,11.98,15345.4907,95.0,8,57.5,0,99.0,7.75,99.0,0.1,89739.7117,472637.0,0.9,0.9,0.88,13.5,75.9638340718709,1.63,100.0,,30.9,11.5,,,1580.0,713000.0
1548,luxembourg,2005,Developed,78.8,9.0,0,11.84,1346.246697,95.0,0,57.0,0,99.0,7.95,99.0,0.1,8289.696409999999,465158.0,1.0,0.9,0.8740000000000001,13.5,12.436662671723301,1.64,100.0,,30.8,11.6,,,1550.0,510000.0
1549,luxembourg,2004,Developed,78.7,92.0,0,12.42,12372.051879999999,94.0,0,56.4,0,99.0,8.2,99.0,0.1,75716.3518,45895.0,1.0,0.9,0.867,13.5,14.9332603421191,1.65,100.0,,30.2,11.6,,,1570.0,470000.0
1550,luxembourg,2003,Developed,78.6,92.0,0,12.61,10111.38928,95.0,1,55.8,0,99.0,7.67,98.0,0.1,65445.8853,45163.0,1.0,0.9,0.865,13.6,14.5179094356825,1.66,100.0,,30.2,12.2,,,1500.0,539000.0
1551,luxembourg,2002,Developed,78.3,95.0,0,12.91,910.5062777999999,95.0,0,55.2,0,99.0,8.27,99.0,0.1,5293.64115,446175.0,1.0,0.9,0.86,13.5,17.9671209591465,1.67,100.0,,,11.8,,,1480.0,473000.0
1552,luxembourg,2001,Developed,78.0,96.0,0,12.89,7877.33656,86.0,0,54.6,0,99.0,7.4,99.0,0.1,48179.4285,441525.0,1.0,1.0,0.8540000000000001,13.4,,1.68,100.0,,,12.5,,,1490.0,409064.0
1553,luxembourg,2000,Developed,77.8,98.0,0,13.14,8246.130437,77.0,0,54.0,0,99.0,7.48,99.0,0.1,48735.99549,4363.0,1.0,1.0,0.848,13.5,,1.7,100.0,,30.4,11.8,,,1490.0,303274.0
1554,madagascar,2015,Developing,65.5,22.0,28,,0.0,69.0,3,2.5,38,71.0,,69.0,0.3,41.8575951,2423488.0,7.1,7.1,0.511,10.3,2.89727724196532,4.24,52.0,,,,27.956901442531098,,,10693765.0
1555,madagascar,2014,Developing,65.1,225.0,29,0.01,5.339065673,73.0,3,2.0,39,73.0,3.4,73.0,0.3,452.4631926,2358981.0,7.2,7.1,0.509,10.3,4.43387340854338,4.3,50.8,,,,24.9310221416994,,,9713883.0
1556,madagascar,2013,Developing,64.7,23.0,29,0.87,79.50882493,74.0,6,19.5,40,73.0,4.15,74.0,0.4,461.72372199999995,22961146.0,7.3,7.2,0.508,10.3,4.5546453792376695,4.37,49.6,,,,21.7444578821242,,,8461120.0
1557,madagascar,2012,Developing,64.3,235.0,30,0.87,59.97914461,7.0,2,19.0,42,71.0,3.46,7.0,0.4,443.9611,22346573.0,7.4,7.3,0.506,10.2,7.036805439294129,4.44,48.4,,42.6,,16.4897261397977,,,8778600.0
1558,madagascar,2011,Developing,63.8,241.0,31,0.97,78.79967196,73.0,0,18.5,43,73.0,4.24,73.0,0.4,454.963464,21743949.0,7.5,7.4,0.504,10.2,7.0597921498672305,4.52,47.2,,,,20.5703034216018,,,8680772.0
1559,madagascar,2010,Developing,63.3,248.0,32,1.03,76.60442169,7.0,1,18.0,45,7.0,4.86,7.0,0.5,412.739341,2115164.0,7.6,7.5,0.503,10.2,9.13867133823732,4.6,46.1,,42.4,27.1,22.5660987780897,18.5,,7711721.0
1560,madagascar,2009,Developing,62.8,254.0,33,0.91,71.16601203,77.0,0,17.6,47,76.0,4.7,77.0,0.5,415.6893226,2569121.0,7.7,7.6,0.5,9.7,13.4485425615454,4.69,45.0,,,24.2,21.124388070019,,,6283799.0
1561,madagascar,2008,Developing,62.3,259.0,34,0.68,6.448762615,77.0,3,17.1,49,77.0,4.5,77.0,0.5,47.733253999999995,19996469.0,7.8,7.7,0.491,9.4,10.5779305565841,4.78,43.8,,,21.3,42.3674721140589,,,4835239.0
1562,madagascar,2007,Developing,61.9,261.0,35,0.71,55.43034455,84.0,0,16.7,51,83.0,4.98,84.0,0.6,377.8482928,19433523.0,7.9,7.8,0.483,9.1,9.26011547294719,4.87,42.7,,,22.9,46.1485904562807,,,2217612.0
1563,madagascar,2006,Developing,61.4,263.0,36,0.68,38.41870375,82.0,2,16.3,54,83.0,5.11,85.0,0.6,292.157443,1888268.0,8.0,7.9,0.478,9.0,5.342424222875509,4.96,41.6,,,21.5,41.546546457814294,,,1045888.0
1564,madagascar,2005,Developing,69.0,265.0,37,0.72,33.74786198,81.0,0,15.8,56,8.0,5.3,85.0,0.6,274.819723,18336724.0,8.1,8.0,0.473,8.9,1.6952501745712099,5.05,40.5,,39.9,20.6,49.962579161581004,15.1,,510269.0
1565,madagascar,2004,Developing,64.0,267.0,38,0.81,23.72796328,71.0,35558,15.4,58,74.0,4.89,78.0,0.6,245.1235876,1782997.0,8.2,8.1,0.466,8.7,1.21245513809183,5.14,39.4,,,19.9,70.3544475984156,,,333888.0
1566,madagascar,2003,Developing,59.9,268.0,40,0.93,37.12894787,61.0,62233,15.0,60,65.0,4.81,66.0,0.7,316.7998965,17279141.0,8.3,8.3,0.457,8.5,0.23518480555051896,5.24,38.5,,,19.0,31.5617532926876,,,283666.0
1567,madagascar,2002,Developing,59.3,271.0,41,0.9,47.5262138,51.0,10795,14.7,63,61.0,5.29,62.0,0.7,262.28594810000004,16765117.0,8.5,8.4,0.462,8.3,0.333430728497732,5.34,37.6,,,17.4,22.304646155550603,,,163010.0
1568,madagascar,2001,Developing,58.7,276.0,42,1.05,42.56331585,,9357,14.3,65,6.0,5.17,6.0,0.7,278.555732,1626932.0,8.6,8.5,0.456,8.2,2.05448009712354,5.45,36.7,,47.4,16.1,23.032505072851702,12.4,,147500.0
1569,madagascar,2000,Developing,57.9,283.0,44,1.16,35.66125056,,35256,13.9,68,58.0,5.8,57.0,0.6,245.93965899999998,1576686.0,8.7,8.6,0.0,8.0,2.13923580387192,5.55,35.8,,,17.7,20.5799456774142,,,63094.0
1570,malawi,2015,Developing,58.3,365.0,26,,0.0,88.0,0,19.6,38,88.0,,88.0,4.8,362.65754439999995,1757367.0,6.4,6.2,0.473,10.8,8.097843671939112,4.65,67.0,,,,62.66712551470761,,,6566707.0
1571,malawi,2014,Developing,57.6,377.0,27,0.01,59.48744893,91.0,3,19.2,40,87.0,11.38,91.0,5.1,354.7253961,1768838.0,6.5,6.3,0.466,10.7,9.889322030971732,4.74,66.1,,,,57.1630612739544,,,5632514.0
1572,malawi,2013,Developing,56.7,394.0,29,0.01,55.83107625,89.0,1,18.8,42,89.0,1.96,89.0,6.3,332.922339,16577147.0,6.5,6.4,0.45899999999999996,10.7,8.17848083015046,4.86,65.1,,,,71.50267154551959,,,5290044.0
1573,malawi,2012,Developing,55.3,42.0,31,0.01,82.76865922,96.0,11,18.4,46,95.0,12.6,96.0,8.3,374.51882,169735.0,6.6,6.5,0.45399999999999996,10.7,-0.14740017538223998,4.99,64.2,,,,76.05284839669059,,,4646894.0
1574,malawi,2011,Developing,54.1,441.0,32,1.23,13.77617463,97.0,26,18.0,50,97.0,11.67,97.0,11.2,512.125451,15627618.0,6.7,6.6,0.444,10.6,10.15434382533,5.15,63.3,,,,53.3534322759297,,,3951572.0
1575,malawi,2010,Developing,52.9,462.0,35,1.08,9.728005297000001,93.0,118712,17.6,54,86.0,1.5,93.0,13.7,458.8681744,1516795.0,6.8,6.7,0.43,10.2,1.39389122723509,5.31,62.3,,45.5,11.1,69.93652757624761,10.8,,3117364.0
1576,malawi,2009,Developing,51.5,491.0,36,1.16,7.915071247999999,93.0,21,17.3,56,93.0,1.18,93.0,14.9,42.737965700000004,1471462.0,6.9,6.8,0.415,9.9,0.7935687567728891,5.47,61.4,,,9.49,54.763698584327294,,,2485646.0
1577,malawi,2008,Developing,50.0,525.0,36,1.27,74.34482999,91.0,20,16.9,58,92.0,1.7,91.0,16.9,372.842678,14271234.0,7.0,6.9,0.4,9.6,3.67269335233607,5.61,60.5,,,10.4,67.36213578593471,,,1507684.0
1578,malawi,2007,Developing,48.5,559.0,37,1.18,4.269511381,87.0,143,16.6,59,88.0,9.31,87.0,19.3,32.2227274,1384969.0,7.1,7.0,0.387,9.7,2.80601410334378,5.73,59.6,,,9.86,57.4637333888797,,,1050852.0
1579,malawi,2006,Developing,47.1,587.0,38,1.18,6.847033785,99.0,1,16.2,61,99.0,8.99,99.0,21.1,297.6971211,13429262.0,7.3,7.1,0.377,9.6,0.889478543326011,5.83,58.6,,,8.8,55.71811054944221,,,620163.0
1580,malawi,2005,Developing,46.0,66.0,39,1.04,5.670640102,93.0,184,15.9,62,94.0,8.2,93.0,22.4,28.3673842,1339711.0,7.4,7.2,0.371,9.7,3.82112032891143,5.9,57.7,,,8.81,45.434199687600795,,,421163.0
1581,malawi,2004,Developing,45.1,615.0,40,1.11,58.13583343,89.0,1116,15.5,65,94.0,7.82,89.0,23.4,274.2256294,1267638.0,7.5,7.4,0.366,10.0,3.10150872042768,5.96,56.7,,39.9,9.42,41.2474959780591,9.42,,222135.0
1582,malawi,2003,Developing,44.6,613.0,43,1.08,4.3753160939999995,84.0,167,15.2,70,85.0,6.35,84.0,24.2,26.152517,12336687.0,7.6,7.5,0.36200000000000004,10.3,2.05325569469793,6.0,55.8,,,11.8,43.2968475495677,,,135114.0
1583,malawi,2002,Developing,44.0,67.0,46,1.1,3.885394742,64.0,92,14.8,75,79.0,4.82,64.0,24.7,29.979897700000002,1213711.0,7.7,7.6,0.38799999999999996,10.4,0.16877643033068399,6.05,54.8,,,16.5,32.4185489898272,,,86047.0
1584,malawi,2001,Developing,43.5,599.0,48,1.15,12.79760626,,150,14.4,80,86.0,5.7,9.0,25.1,146.7615397,11695863.0,7.9,7.7,0.387,10.1,1.1243786138187901,6.1,53.9,,,23.9,35.9604623953391,,,55730.0
1585,malawi,2000,Developing,43.1,588.0,51,1.18,13.76270195,,304,14.1,84,73.0,6.7,75.0,25.5,153.2594872,11376172.0,8.0,7.9,0.391,10.7,1.49124743120067,6.15,52.9,,,22.0,40.197302147601,,,49000.0
1586,malaysia,2015,Developing,75.0,123.0,4,,0.0,99.0,1318,4.6,4,99.0,,99.0,0.1,9643.644683,3723155.0,7.5,7.3,0.787,13.1,3.27094957416947,2.06,96.8,,41.0,,-0.0198209764143557,,,44104000.0
1587,malaysia,2014,Developing,74.8,126.0,4,0.52,721.3655432,96.0,221,39.5,4,97.0,4.17,97.0,0.1,11183.96191,322817.0,7.6,7.4,0.7829999999999999,13.0,3.1412677949003305,2.07,96.8,,,,0.666966692624145,,,44928600.0
1588,malaysia,2013,Developing,74.6,128.0,3,0.53,110.6779711,96.0,195,38.5,4,97.0,4.2,97.0,0.1,1882.2784199999999,2976724.0,7.8,7.6,0.779,12.9,3.4943017787320203,2.09,96.8,,41.3,,-3.8450741364852403,,,43005000.0
1589,malaysia,2012,Developing,74.5,129.0,3,0.53,101.609245,97.0,1868,37.4,4,97.0,4.1,97.0,0.1,1779.4964100000002,2917456.0,7.9,7.7,0.7759999999999999,12.9,2.82905646583735,2.11,96.9,,,,0.6302428610915539,,,41324700.0
1590,malaysia,2011,Developing,74.3,13.0,3,0.51,9.23002632,96.0,1569,36.3,4,96.0,3.89,96.0,0.1,145.1262,28635128.0,8.0,7.8,0.774,13.0,5.074455346477549,2.13,96.9,,43.9,,1.4243853781938898,,,36661300.0
1591,malaysia,2010,Developing,74.1,131.0,3,0.49,65.56659662,96.0,73,35.3,4,96.0,3.99,96.0,0.1,971.3569869999999,28112289.0,8.2,8.0,0.764,12.8,4.26866386639112,2.15,96.9,,,34.2,-0.21766847164241002,,,33858700.0
1592,malaysia,2009,Developing,74.0,131.0,3,0.47,431.5452472,96.0,153,34.4,4,97.0,3.97,97.0,0.1,7326.744435,2765383.0,8.3,8.2,0.7559999999999999,12.6,0.0566922678201597,2.17,97.0,,,34.0,5.04488178740485,0.0,,30144000.0
1593,malaysia,2008,Developing,73.8,132.0,3,0.47,438.45192139999995,97.0,334,33.4,4,97.0,3.47,97.0,0.1,8513.629541,2711169.0,8.5,8.3,0.747,12.5,3.28078703547736,2.19,97.0,,45.5,34.3,5.74056291893591,,768.0,27713000.0
1594,malaysia,2007,Developing,73.7,133.0,3,0.43,409.9812523,96.0,394,32.5,4,97.0,3.61,97.0,0.1,7269.17114,26625845.0,8.7,8.5,0.736,12.3,4.6868880488533895,2.22,97.1,,46.1,34.3,7.565389023298861,0.0,749.0,23347000.0
1595,malaysia,2006,Developing,73.6,134.0,3,0.42,365.91139780000003,95.0,564,31.6,4,95.0,3.65,95.0,0.1,6222.9829549999995,26143566.0,8.8,8.6,0.732,12.7,4.7271944883504595,2.25,97.1,,,33.6,9.211524305770551,,723.0,19463722.0
1596,malaysia,2005,Developing,73.4,135.0,3,0.46,297.5913833,96.0,1407,3.7,4,96.0,3.29,96.0,0.1,5593.822995,25659393.0,9.0,8.8,0.7340000000000001,12.9,2.73439312562665,2.29,97.2,,,36.2,1.13738047387641,,677.0,19545000.0
1597,malaysia,2004,Developing,73.2,137.0,3,0.49,315.6639322,94.0,5729,29.8,4,95.0,3.74,95.0,0.1,4955.477743,2517419.0,9.2,8.9,0.731,12.7,3.5078726204941297,2.36,97.2,,46.1,31.9,11.8786131850151,0.13699999999999998,652.0,14611000.0
1598,malaysia,2003,Developing,73.1,138.0,3,0.48,264.24961290000005,95.0,632,28.8,4,96.0,3.95,96.0,0.1,4463.675893,2468873.0,9.3,9.1,0.7240000000000001,12.1,2.92094209456765,2.44,97.3,,,27.7,4.4666103142350195,,629.0,11124000.0
1599,malaysia,2002,Developing,72.9,14.0,4,0.49,216.70294810000001,95.0,408,27.9,4,94.0,3.4,94.0,0.1,4167.364387,24198811.0,9.5,9.3,0.723,12.0,3.16612432250471,2.54,97.3,,,28.8,3.6904557736980803,,596.0,9053000.0
1600,malaysia,2001,Developing,72.7,144.0,4,0.53,210.2417002,95.0,2198,27.0,5,95.0,3.4,96.0,0.1,3915.11546,2369897.0,9.7,9.4,0.725,11.9,0.5970293182520799,2.66,97.4,,,27.6,1.23707675193271,,566.0,7385000.0
1601,malaysia,2000,Developing,72.4,149.0,4,0.54,23.37167228,97.0,6187,26.0,5,98.0,3.4,98.0,0.1,445.17470999999995,2318568.0,9.8,9.6,0.715,11.6,4.03842862393764,2.78,97.4,,,29.6,2.09750204655743,,520.0,5121748.0
1602,maldives,2015,Developing,78.5,61.0,0,,0.0,99.0,0,27.4,0,99.0,,99.0,0.1,8395.785198,49163.0,13.6,13.6,0.701,12.7,7.25103896322752,2.13,99.1,,,,52.73512583915279,,,739790.0
1603,maldives,2014,Developing,78.2,62.0,0,0.01,2051.748615,99.0,0,26.2,0,99.0,13.73,99.0,0.1,7716.2415,41.0,13.6,13.7,0.693,12.7,9.01659496812477,2.17,98.7,,,,51.8143073584297,,,665818.0
1604,maldives,2013,Developing,77.9,64.0,0,0.01,1626.5911859999999,99.0,0,25.1,0,99.0,11.16,99.0,0.1,7112.33575,393.0,13.7,13.8,0.6829999999999999,12.4,10.9503820899918,2.19,98.3,,,,52.214548279060295,,,625161.0
1605,maldives,2012,Developing,77.6,65.0,0,0.01,1259.940376,99.0,0,24.1,0,99.0,9.16,99.0,0.1,6541.7465,385.0,13.8,13.9,0.675,12.1,7.89893947899641,2.21,97.9,,,,142.811469078249,,,560547.0
1606,maldives,2011,Developing,77.3,67.0,0,1.92,1079.893546,96.0,0,23.1,0,96.0,8.11,96.0,0.1,6497.55443,377.0,13.9,14.0,0.6629999999999999,11.8,15.265932390229098,2.22,97.5,,,,130.960989844951,,,530449.0
1607,maldives,2010,Developing,76.7,73.0,0,1.83,91.13971812,97.0,0,22.1,0,97.0,7.93,96.0,0.1,633.79498,367.0,14.0,14.1,0.653,11.6,8.36376433060736,2.23,97.1,,,28.3,241.377609900356,,,494351.0
1608,maldives,2009,Developing,76.3,75.0,0,1.59,100.50302099999999,98.0,6,21.2,0,98.0,9.22,98.0,0.1,597.1659,36.0,14.1,14.2,0.6509999999999999,11.8,6.73534012537353,2.24,96.7,,38.4,28.2,82.3151238903104,,,457770.0
1609,maldives,2008,Developing,75.9,81.0,0,1.76,1077.712092,98.0,0,2.3,0,98.0,9.3,98.0,0.1,5828.621374,362.0,14.2,14.3,0.6409999999999999,11.8,7.97903444514319,2.24,96.3,,,21.9,154.111783612196,,,435627.0
1610,maldives,2007,Developing,75.4,82.0,0,1.78,6.491488597999999,98.0,20,19.5,0,98.0,6.64,98.0,0.1,52.862285,349.0,14.3,14.4,0.632,11.9,7.088056791036429,2.26,95.9,,,24.9,100.81481555730801,,,313539.0
1611,maldives,2006,Developing,75.0,88.0,0,1.62,659.8499118,98.0,47,18.7,0,98.0,7.37,98.0,0.1,4428.522897999999,333.0,14.3,14.5,0.622,12.0,4.05198051459747,2.29,95.4,,,25.5,104.095735563817,,,271053.0
1612,maldives,2005,Developing,74.3,93.0,0,1.47,620.9518909,98.0,1395,18.0,0,98.0,9.52,98.0,0.1,3488.4937689999997,321.0,14.4,14.5,0.625,12.1,4.55499673617996,2.34,95.0,,,26.2,226.49620594493402,,,203620.0
1613,maldives,2004,Developing,73.4,16.0,0,1.6,611.9093566,97.0,37,17.3,0,96.0,5.89,96.0,0.1,3853.33348,312.0,14.5,14.6,0.617,12.2,4.31467445406402,2.42,94.5,,,32.4,85.5219855725295,0.00433,,113246.0
1614,maldives,2003,Developing,72.7,112.0,0,1.75,491.4978908,98.0,75,16.7,0,98.0,5.9,98.0,0.1,3432.2478409999994,34.0,14.6,14.7,0.601,11.8,3.02003609060425,2.51,94.0,,,34.4,56.164369984439205,,,66466.0
1615,maldives,2002,Developing,71.8,124.0,0,1.95,4.299053392,98.0,926,16.2,0,98.0,5.78,98.0,0.1,32.37239,297.0,14.6,14.7,0.597,12.0,2.7556007406706398,2.63,93.5,,41.3,23.6,73.1849941419561,,,41899.0
1616,maldives,2001,Developing,78.0,129.0,0,1.98,41.30688803,98.0,0,15.6,0,97.0,5.84,98.0,0.1,298.67598,292.0,14.7,14.8,0.5870000000000001,11.8,2.36055292329856,2.77,93.0,,,23.1,77.8886898530261,,,18894.0
1617,maldives,2000,Developing,69.6,139.0,0,1.83,300.1621026,96.0,20,15.2,0,98.0,8.0,98.0,0.1,2182.9971100000002,286.0,14.8,14.8,0.5770000000000001,11.3,3.57378188906309,2.94,92.5,,,23.0,64.925301504121,,,7638.0
1618,mali,2015,Developing,58.2,266.0,52,,0.0,64.0,215,23.8,84,66.0,,64.0,1.5,729.725338,1746795.0,7.7,7.5,0.43799999999999994,8.4,2.10248338795009,6.15,74.9,,,,68.9039091836561,,,22698915.0
1619,mali,2014,Developing,57.8,272.0,52,0.01,46.56231672,73.0,290,23.2,85,74.0,6.86,73.0,1.6,825.5729915000001,16962846.0,7.9,7.7,0.43,8.2,1.00393633842906,6.23,73.2,,,,72.9788538131848,,,23505559.0
1620,mali,2013,Developing,57.3,275.0,53,0.01,36.86104319,69.0,221,22.5,86,7.0,6.58,69.0,1.6,777.659139,16477818.0,8.1,7.9,0.42100000000000004,8.0,2.32405113637213,6.32,71.5,,,,84.95876066779341,,,19749371.0
1621,mali,2012,Developing,57.2,27.0,53,0.01,96.5465827,66.0,341,21.9,88,72.0,6.47,66.0,1.5,777.3476868,16667.0,8.3,8.1,0.41100000000000003,7.7,3.19756729335009,6.4,69.8,,,,62.3035814257909,,,14612835.0
1622,mali,2011,Developing,56.8,271.0,54,0.61,101.81139959999999,66.0,24,21.3,90,72.0,6.59,66.0,1.5,835.88998,1554989.0,8.5,8.3,0.40399999999999997,7.5,4.28527163138144,6.47,68.0,,,,81.7050217512785,,,10821930.0
1623,mali,2010,Developing,56.5,273.0,54,0.6,9.585584394,72.0,1719,2.7,91,77.0,6.35,73.0,1.5,78.37763199999999,157585.0,8.8,8.5,0.396,7.3,3.47952570419792,6.55,66.3,,,53.1,72.525374408953,7.08,,7440383.0
1624,mali,2009,Developing,56.0,276.0,55,0.59,84.63438925,71.0,2939,2.2,93,77.0,6.85,73.0,1.6,697.153124,1466597.0,9.0,8.8,0.385,7.1,6.35112285565821,6.61,64.6,,33.0,52.5,67.5283590616894,,,4460543.0
1625,mali,2008,Developing,55.5,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784227999999,14138216.0,9.2,9.0,0.36,5.8,2.7324134103765,6.67,62.8,,,53.2,68.5687264114547,,,3438568.0
1626,mali,2007,Developing,55.0,282.0,56,0.55,81.84050069999999,74.0,2,19.0,96,76.0,6.97,74.0,1.7,595.6368319000001,1367566.0,9.4,9.3,0.363,6.4,2.5297384781277903,6.72,61.1,,,51.7,74.7912465480354,,,2530891.0
1627,mali,2006,Developing,54.3,288.0,57,0.53,67.70920683,9.0,128,18.5,98,79.0,6.56,78.0,1.8,521.6425796,1322764.0,9.7,9.5,0.35,6.1,2.14782426633235,6.76,59.3,,38.9,51.5,65.8316388584066,6.34,,1512948.0
1628,mali,2005,Developing,53.6,29.0,57,0.55,60.21211141,83.0,33,18.0,101,78.0,6.34,77.0,1.9,487.94255599999997,12798763.0,9.9,9.7,0.33799999999999997,5.8,2.56553072539019,6.79,57.5,,,53.2,56.7170849972298,,,761986.0
1629,mali,2004,Developing,52.8,296.0,58,0.49,57.11644801,73.0,172,17.5,103,7.0,6.28,69.0,2.0,439.35729239999995,1239196.0,1.1,1.0,0.33299999999999996,5.5,1.55828819190094,6.82,55.8,,,50.5,47.319643901519605,,,406861.0
1630,mali,2003,Developing,52.0,299.0,59,0.54,6.6604517770000005,79.0,232,17.0,106,67.0,6.25,63.0,2.2,391.791281,125128.0,1.3,1.2,0.318,5.2,1.53833025734957,6.84,54.0,,,55.1,46.419439071823994,,,247223.0
1631,mali,2002,Developing,51.2,31.0,60,0.53,3.67646576,,717,16.5,108,65.0,6.32,61.0,2.3,334.22416,11638929.0,1.5,1.5,0.308,4.9,-0.316548672850573,6.86,52.2,,,59.6,36.195584151445,,,45974.0
1632,mali,2001,Developing,55.0,34.0,60,0.51,4.395885717,,4464,16.1,110,56.0,6.39,49.0,2.4,36.847323700000004,11293258.0,1.8,1.7,0.297,4.6,6.025896991280661,6.88,50.5,,39.9,55.0,31.205861655344,6.46,,23997.0
1633,mali,2000,Developing,49.8,37.0,60,0.47,23.94507124,,1578,15.6,111,53.0,6.29,43.0,2.5,269.3483829,196769.0,11.0,1.9,0.29100000000000004,4.4,2.03720857000013,6.9,48.7,,,66.5,26.3135665090285,,,10398.0
1634,malta,2015,Developed,81.7,54.0,0,,0.0,95.0,2,69.6,0,97.0,,97.0,0.1,23819.4636,431874.0,0.8,0.8,0.853,14.6,33.97591855000611,1.44,100.0,,29.4,,,,,524161.0
1635,malta,2014,Developed,81.4,55.0,0,8.49,409.6000248,9.0,0,69.2,0,99.0,9.75,99.0,0.1,2618.9259899999997,427364.0,0.8,0.8,0.847,14.3,1.3790026578365,1.43,100.0,,29.0,,,,,546229.0
1636,malta,2013,Developed,81.1,57.0,0,8.58,374.29472830000003,94.0,0,68.8,0,99.0,9.89,99.0,0.1,2393.1888,423374.0,0.8,0.7,0.828,14.2,5.0229911232806,1.42,100.0,,28.8,,,,,556652.0
1637,malta,2012,Developed,81.0,58.0,0,7.67,343.123395,93.0,0,68.4,0,99.0,9.95,99.0,0.1,2193.8836,419455.0,0.8,0.7,0.821,14.1,36.087355891697,1.41,100.0,,29.4,,,,,532228.0
1638,malta,2011,Developed,87.0,59.0,0,6.91,3601.287457,82.0,3,68.0,0,96.0,9.6,96.0,0.1,22821.847,416268.0,0.8,0.7,0.826,14.8,82.091435557281,1.4,100.0,,29.1,,,,,521748.0
1639,malta,2010,Developed,83.0,62.0,0,7.91,278.06870510000005,75.0,0,67.6,0,76.0,8.3,76.0,0.1,2187.7946899999997,41458.0,0.8,0.7,0.8190000000000001,14.6,105.66712753779899,1.39,100.0,,29.0,,,,,455579.0
1640,malta,2009,Developed,82.0,63.0,0,7.38,335.5180568,86.0,1,67.1,0,73.0,8.33,73.0,0.1,2675.58259,412477.0,0.8,0.7,0.815,14.4,16.942269881001,1.38,100.0,,30.2,,,,,422083.0
1641,malta,2008,Developed,80.0,64.0,0,7.14,2655.573684,86.0,1,66.6,0,72.0,8.15,72.0,0.1,21928.767000000003,49379.0,0.7,0.7,0.813,14.6,165.283757570523,1.38,100.0,,29.0,,,,1600.0,385636.0
1642,malta,2007,Developed,79.6,65.0,0,7.45,2578.8883140000003,82.0,2,66.1,0,76.0,8.36,74.0,0.1,19375.5696,46724.0,0.7,0.7,0.8079999999999999,14.4,451.639312153397,1.38,100.0,,29.2,,,,1640.0,368530.0
1643,malta,2006,Developed,79.3,66.0,0,8.84,2380.699796,86.0,1,65.6,0,83.0,8.93,85.0,0.1,16671.5672,4538.0,0.7,0.7,0.809,14.8,370.503917502097,1.38,100.0,,28.0,,,,1650.0,346771.0
1644,malta,2005,Developed,79.0,67.0,0,6.41,2247.0356920000004,85.0,6,65.0,0,94.0,8.83,92.0,0.1,15835.346669999999,43834.0,0.7,0.7,0.805,14.8,340.921455859394,1.4,100.0,,,,,,1560.0,323980.0
1645,malta,2004,Developed,78.7,69.0,0,6.53,203.31574990000001,85.0,4,64.5,0,89.0,8.46,89.0,0.1,1519.5497,41268.0,0.7,0.7,0.797,14.2,123.194967870299,1.42,100.0,,,,,,1550.0,306067.0
1646,malta,2003,Developed,78.5,71.0,0,6.7,1678.392773,89.0,4,63.9,0,94.0,8.6,94.0,0.1,13689.98999,398582.0,0.7,0.7,0.79,13.8,16.704125876631,1.47,100.0,,,,,,1590.0,289992.0
1647,malta,2002,Developed,78.2,75.0,0,5.73,1552.740429,,7,63.4,0,95.0,7.86,95.0,0.1,11843.9392,395969.0,0.7,0.7,0.7859999999999999,13.8,-10.6143766916459,1.53,100.0,,,,27.880970383674,,1450.0,276859.0
1648,malta,2001,Developed,77.8,79.0,0,5.62,130.0150391,,2,62.8,0,95.0,7.11,95.0,0.1,1121.78636,39328.0,0.7,0.7,0.7829999999999999,13.7,9.62376765584174,1.6,100.0,,,,4.32539169647893,,1380.0,239416.0
1649,malta,2000,Developed,77.5,8.0,0,5.59,134.3547253,,2,62.3,0,94.0,6.83,94.0,0.1,1139.5651,3987.0,0.8,0.7,0.779,13.8,17.2585256180319,1.67,100.0,,,,54.4493914719491,,1430.0,114444.0
1650,marshallislands,2013,Developing,,,0,0.01,871.8783173,8.0,0,81.6,0,79.0,17.24,79.0,0.1,3617.7523539999997,,0.1,0.1,,0.0,17.339832806054197,,84.1,,,,1646.35213502001,,,
1651,mauritania,2015,Developing,63.1,25.0,8,,0.0,73.0,1,3.8,12,67.0,,73.0,0.9,1158.256469,4182341.0,7.8,7.5,0.513,8.5,10.3901743055676,4.74,67.0,,,,81.4225119325226,,,3644483.0
